Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Algeria,,Algiers,1,1,1995,64.2
Africa,Algeria,,Algiers,1,2,1995,49.4
Africa,Algeria,,Algiers,1,3,1995,48.8
Africa,Algeria,,Algiers,1,4,1995,46.4
Africa,Algeria,,Algiers,1,5,1995,47.9
Africa,Algeria,,Algiers,1,6,1995,48.7
Africa,Algeria,,Algiers,1,7,1995,48.9
Africa,Algeria,,Algiers,1,8,1995,49.1
Africa,Algeria,,Algiers,1,9,1995,49.0
Africa,Algeria,,Algiers,1,10,1995,51.9
Africa,Algeria,,Algiers,1,11,1995,51.7
Africa,Algeria,,Algiers,1,12,1995,51.3
Africa,Algeria,,Algiers,1,13,1995,47.0
Africa,Algeria,,Algiers,1,14,1995,46.9
Africa,Algeria,,Algiers,1,15,1995,47.5
Africa,Algeria,,Algiers,1,16,1995,45.9
Africa,Algeria,,Algiers,1,17,1995,44.5
Africa,Algeria,,Algiers,1,18,1995,50.7
Africa,Algeria,,Algiers,1,19,1995,54.0
Africa,Algeria,,Algiers,1,20,1995,52.6
Africa,Algeria,,Algiers,1,21,1995,54.2
Africa,Algeria,,Algiers,1,22,1995,51.0
Africa,Algeria,,Algiers,1,23,1995,53.5
Africa,Algeria,,Algiers,1,24,1995,54.2
Africa,Algeria,,Algiers,1,25,1995,54.2
Africa,Algeria,,Algiers,1,26,1995,52.6
Africa,Algeria,,Algiers,1,27,1995,55.5
Africa,Algeria,,Algiers,1,28,1995,53.8
Africa,Algeria,,Algiers,1,29,1995,54.3
Africa,Algeria,,Algiers,1,30,1995,57.4
Africa,Algeria,,Algiers,1,31,1995,56.9
Africa,Algeria,,Algiers,2,1,1995,50.4
Africa,Algeria,,Algiers,2,2,1995,50.1
Africa,Algeria,,Algiers,2,3,1995,54.1
Africa,Algeria,,Algiers,2,4,1995,49.1
Africa,Algeria,,Algiers,2,5,1995,48.8
Africa,Algeria,,Algiers,2,6,1995,50.7
Africa,Algeria,,Algiers,2,7,1995,51.6
Africa,Algeria,,Algiers,2,8,1995,52.6
Africa,Algeria,,Algiers,2,9,1995,56.3
Africa,Algeria,,Algiers,2,10,1995,59.0
Africa,Algeria,,Algiers,2,11,1995,59.4
Africa,Algeria,,Algiers,2,12,1995,55.5
Africa,Algeria,,Algiers,2,13,1995,57.0
Africa,Algeria,,Algiers,2,14,1995,60.8
Africa,Algeria,,Algiers,2,15,1995,61.8
Africa,Algeria,,Algiers,2,16,1995,57.7
Africa,Algeria,,Algiers,2,17,1995,56.1
Africa,Algeria,,Algiers,2,18,1995,53.4
Africa,Algeria,,Algiers,2,19,1995,51.4
Africa,Algeria,,Algiers,2,20,1995,52.6
Africa,Algeria,,Algiers,2,21,1995,52.5
Africa,Algeria,,Algiers,2,22,1995,57.5
Africa,Algeria,,Algiers,2,23,1995,55.1
Africa,Algeria,,Algiers,2,24,1995,54.3
Africa,Algeria,,Algiers,2,25,1995,63.0
Africa,Algeria,,Algiers,2,26,1995,60.0
Africa,Algeria,,Algiers,2,27,1995,48.3
Africa,Algeria,,Algiers,2,28,1995,55.3
Africa,Algeria,,Algiers,3,1,1995,52.2
Africa,Algeria,,Algiers,3,2,1995,56.6
Africa,Algeria,,Algiers,3,3,1995,54.7
Africa,Algeria,,Algiers,3,4,1995,51.9
Africa,Algeria,,Algiers,3,5,1995,54.5
Africa,Algeria,,Algiers,3,6,1995,58.5
Africa,Algeria,,Algiers,3,7,1995,53.4
Africa,Algeria,,Algiers,3,8,1995,51.8
Africa,Algeria,,Algiers,3,9,1995,53.3
Africa,Algeria,,Algiers,3,10,1995,65.6
Africa,Algeria,,Algiers,3,11,1995,68.7
Africa,Algeria,,Algiers,3,12,1995,58.4
Africa,Algeria,,Algiers,3,13,1995,55.1
Africa,Algeria,,Algiers,3,14,1995,52.8
Africa,Algeria,,Algiers,3,15,1995,53.9
Africa,Algeria,,Algiers,3,16,1995,54.8
Africa,Algeria,,Algiers,3,17,1995,55.0
Africa,Algeria,,Algiers,3,18,1995,52.8
Africa,Algeria,,Algiers,3,19,1995,56.1
Africa,Algeria,,Algiers,3,20,1995,56.5
Africa,Algeria,,Algiers,3,21,1995,56.7
Africa,Algeria,,Algiers,3,22,1995,51.4
Africa,Algeria,,Algiers,3,23,1995,51.6
Africa,Algeria,,Algiers,3,24,1995,53.3
Africa,Algeria,,Algiers,3,25,1995,56.4
Africa,Algeria,,Algiers,3,26,1995,54.7
Africa,Algeria,,Algiers,3,27,1995,54.5
Africa,Algeria,,Algiers,3,28,1995,53.4
Africa,Algeria,,Algiers,3,29,1995,56.6
Africa,Algeria,,Algiers,3,30,1995,53.2
Africa,Algeria,,Algiers,3,31,1995,46.6
Africa,Algeria,,Algiers,4,1,1995,47.4
Africa,Algeria,,Algiers,4,2,1995,52.0
Africa,Algeria,,Algiers,4,3,1995,62.2
Africa,Algeria,,Algiers,4,4,1995,64.2
Africa,Algeria,,Algiers,4,5,1995,59.5
Africa,Algeria,,Algiers,4,6,1995,59.0
Africa,Algeria,,Algiers,4,7,1995,54.9
Africa,Algeria,,Algiers,4,8,1995,54.2
Africa,Algeria,,Algiers,4,9,1995,57.8
Africa,Algeria,,Algiers,4,10,1995,60.0
Africa,Algeria,,Algiers,4,11,1995,61.1
Africa,Algeria,,Algiers,4,12,1995,56.2
Africa,Algeria,,Algiers,4,13,1995,56.1
Africa,Algeria,,Algiers,4,14,1995,54.6
Africa,Algeria,,Algiers,4,15,1995,54.5
Africa,Algeria,,Algiers,4,16,1995,52.0
Africa,Algeria,,Algiers,4,17,1995,56.6
Africa,Algeria,,Algiers,4,18,1995,60.4
Africa,Algeria,,Algiers,4,19,1995,62.7
Africa,Algeria,,Algiers,4,20,1995,61.0
Africa,Algeria,,Algiers,4,21,1995,56.5
Africa,Algeria,,Algiers,4,22,1995,56.0
Africa,Algeria,,Algiers,4,23,1995,53.1
Africa,Algeria,,Algiers,4,24,1995,51.1
Africa,Algeria,,Algiers,4,25,1995,57.2
Africa,Algeria,,Algiers,4,26,1995,56.3
Africa,Algeria,,Algiers,4,27,1995,56.5
Africa,Algeria,,Algiers,4,28,1995,60.8
Africa,Algeria,,Algiers,4,29,1995,60.4
Africa,Algeria,,Algiers,4,30,1995,61.5
Africa,Algeria,,Algiers,5,1,1995,60.4
Africa,Algeria,,Algiers,5,2,1995,59.7
Africa,Algeria,,Algiers,5,3,1995,61.5
Africa,Algeria,,Algiers,5,4,1995,63.9
Africa,Algeria,,Algiers,5,5,1995,63.7
Africa,Algeria,,Algiers,5,6,1995,66.7
Africa,Algeria,,Algiers,5,7,1995,75.1
Africa,Algeria,,Algiers,5,8,1995,77.2
Africa,Algeria,,Algiers,5,9,1995,74.6
Africa,Algeria,,Algiers,5,10,1995,69.4
Africa,Algeria,,Algiers,5,11,1995,67.4
Africa,Algeria,,Algiers,5,12,1995,68.2
Africa,Algeria,,Algiers,5,13,1995,63.3
Africa,Algeria,,Algiers,5,14,1995,60.4
Africa,Algeria,,Algiers,5,15,1995,65.6
Africa,Algeria,,Algiers,5,16,1995,68.9
Africa,Algeria,,Algiers,5,17,1995,68.4
Africa,Algeria,,Algiers,5,18,1995,70.1
Africa,Algeria,,Algiers,5,19,1995,70.3
Africa,Algeria,,Algiers,5,20,1995,68.0
Africa,Algeria,,Algiers,5,21,1995,62.6
Africa,Algeria,,Algiers,5,22,1995,64.3
Africa,Algeria,,Algiers,5,23,1995,72.0
Africa,Algeria,,Algiers,5,24,1995,73.9
Africa,Algeria,,Algiers,5,25,1995,68.2
Africa,Algeria,,Algiers,5,26,1995,67.7
Africa,Algeria,,Algiers,5,27,1995,67.2
Africa,Algeria,,Algiers,5,28,1995,67.7
Africa,Algeria,,Algiers,5,29,1995,68.3
Africa,Algeria,,Algiers,5,30,1995,68.2
Africa,Algeria,,Algiers,5,31,1995,66.8
Africa,Algeria,,Algiers,6,1,1995,64.6
Africa,Algeria,,Algiers,6,2,1995,66.7
Africa,Algeria,,Algiers,6,3,1995,67.7
Africa,Algeria,,Algiers,6,4,1995,68.6
Africa,Algeria,,Algiers,6,5,1995,69.3
Africa,Algeria,,Algiers,6,6,1995,70.4
Africa,Algeria,,Algiers,6,7,1995,72.6
Africa,Algeria,,Algiers,6,8,1995,70.6
Africa,Algeria,,Algiers,6,9,1995,70.5
Africa,Algeria,,Algiers,6,10,1995,69.1
Africa,Algeria,,Algiers,6,11,1995,68.6
Africa,Algeria,,Algiers,6,12,1995,70.3
Africa,Algeria,,Algiers,6,13,1995,69.2
Africa,Algeria,,Algiers,6,14,1995,69.2
Africa,Algeria,,Algiers,6,15,1995,71.5
Africa,Algeria,,Algiers,6,16,1995,71.4
Africa,Algeria,,Algiers,6,17,1995,71.9
Africa,Algeria,,Algiers,6,18,1995,70.0
Africa,Algeria,,Algiers,6,19,1995,76.5
Africa,Algeria,,Algiers,6,20,1995,73.4
Africa,Algeria,,Algiers,6,21,1995,75.9
Africa,Algeria,,Algiers,6,22,1995,74.5
Africa,Algeria,,Algiers,6,23,1995,73.8
Africa,Algeria,,Algiers,6,24,1995,72.8
Africa,Algeria,,Algiers,6,25,1995,74.6
Africa,Algeria,,Algiers,6,26,1995,75.8
Africa,Algeria,,Algiers,6,27,1995,75.8
Africa,Algeria,,Algiers,6,28,1995,75.1
Africa,Algeria,,Algiers,6,29,1995,73.6
Africa,Algeria,,Algiers,6,30,1995,77.7
Africa,Algeria,,Algiers,7,1,1995,78.6
Africa,Algeria,,Algiers,7,2,1995,77.4
Africa,Algeria,,Algiers,7,3,1995,76.2
Africa,Algeria,,Algiers,7,4,1995,73.0
Africa,Algeria,,Algiers,7,5,1995,73.9
Africa,Algeria,,Algiers,7,6,1995,72.9
Africa,Algeria,,Algiers,7,7,1995,74.1
Africa,Algeria,,Algiers,7,8,1995,76.6
Africa,Algeria,,Algiers,7,9,1995,75.9
Africa,Algeria,,Algiers,7,10,1995,76.7
Africa,Algeria,,Algiers,7,11,1995,76.1
Africa,Algeria,,Algiers,7,12,1995,75.5
Africa,Algeria,,Algiers,7,13,1995,74.6
Africa,Algeria,,Algiers,7,14,1995,76.7
Africa,Algeria,,Algiers,7,15,1995,76.5
Africa,Algeria,,Algiers,7,16,1995,76.4
Africa,Algeria,,Algiers,7,17,1995,76.6
Africa,Algeria,,Algiers,7,18,1995,77.7
Africa,Algeria,,Algiers,7,19,1995,78.3
Africa,Algeria,,Algiers,7,20,1995,76.9
Africa,Algeria,,Algiers,7,21,1995,83.4
Africa,Algeria,,Algiers,7,22,1995,81.6
Africa,Algeria,,Algiers,7,23,1995,77.2
Africa,Algeria,,Algiers,7,24,1995,80.4
Africa,Algeria,,Algiers,7,25,1995,79.3
Africa,Algeria,,Algiers,7,26,1995,81.1
Africa,Algeria,,Algiers,7,27,1995,80.7
Africa,Algeria,,Algiers,7,28,1995,80.3
Africa,Algeria,,Algiers,7,29,1995,79.4
Africa,Algeria,,Algiers,7,30,1995,78.8
Africa,Algeria,,Algiers,7,31,1995,79.7
Africa,Algeria,,Algiers,8,1,1995,80.1
Africa,Algeria,,Algiers,8,2,1995,79.9
Africa,Algeria,,Algiers,8,3,1995,77.6
Africa,Algeria,,Algiers,8,4,1995,78.6
Africa,Algeria,,Algiers,8,5,1995,78.5
Africa,Algeria,,Algiers,8,6,1995,78.3
Africa,Algeria,,Algiers,8,7,1995,78.4
Africa,Algeria,,Algiers,8,8,1995,78.9
Africa,Algeria,,Algiers,8,9,1995,-99
Africa,Algeria,,Algiers,8,10,1995,-99
Africa,Algeria,,Algiers,8,11,1995,85.7
Africa,Algeria,,Algiers,8,12,1995,82.1
Africa,Algeria,,Algiers,8,13,1995,79.5
Africa,Algeria,,Algiers,8,14,1995,81.0
Africa,Algeria,,Algiers,8,15,1995,78.9
Africa,Algeria,,Algiers,8,16,1995,77.6
Africa,Algeria,,Algiers,8,17,1995,79.4
Africa,Algeria,,Algiers,8,18,1995,79.8
Africa,Algeria,,Algiers,8,19,1995,79.0
Africa,Algeria,,Algiers,8,20,1995,77.5
Africa,Algeria,,Algiers,8,21,1995,78.3
Africa,Algeria,,Algiers,8,22,1995,76.2
Africa,Algeria,,Algiers,8,23,1995,77.4
Africa,Algeria,,Algiers,8,24,1995,76.0
Africa,Algeria,,Algiers,8,25,1995,74.9
Africa,Algeria,,Algiers,8,26,1995,73.8
Africa,Algeria,,Algiers,8,27,1995,75.6
Africa,Algeria,,Algiers,8,28,1995,75.8
Africa,Algeria,,Algiers,8,29,1995,76.0
Africa,Algeria,,Algiers,8,30,1995,73.0
Africa,Algeria,,Algiers,8,31,1995,72.9
Africa,Algeria,,Algiers,9,1,1995,76.3
Africa,Algeria,,Algiers,9,2,1995,79.6
Africa,Algeria,,Algiers,9,3,1995,84.2
Africa,Algeria,,Algiers,9,4,1995,76.0
Africa,Algeria,,Algiers,9,5,1995,76.0
Africa,Algeria,,Algiers,9,6,1995,76.0
Africa,Algeria,,Algiers,9,7,1995,75.9
Africa,Algeria,,Algiers,9,8,1995,75.7
Africa,Algeria,,Algiers,9,9,1995,70.6
Africa,Algeria,,Algiers,9,10,1995,73.6
Africa,Algeria,,Algiers,9,11,1995,75.1
Africa,Algeria,,Algiers,9,12,1995,75.2
Africa,Algeria,,Algiers,9,13,1995,72.5
Africa,Algeria,,Algiers,9,14,1995,69.4
Africa,Algeria,,Algiers,9,15,1995,69.9
Africa,Algeria,,Algiers,9,16,1995,71.0
Africa,Algeria,,Algiers,9,17,1995,72.0
Africa,Algeria,,Algiers,9,18,1995,74.0
Africa,Algeria,,Algiers,9,19,1995,71.9
Africa,Algeria,,Algiers,9,20,1995,67.9
Africa,Algeria,,Algiers,9,21,1995,67.8
